CLIENTE;DATA_FINANCIAMENTO;TARGET_M3OVER30;IDADE;ESTADO;RENDA;LIMITE_CARTAO;VALOR_FINANC_VEICULOS_ATUAL;SCORE_MERCADO;VALOR_VEICULO;ANO_VEICULO
834;2021-10;0;44.0;SP;9936.874610939576;5256.8;0.0;826.9999999999999;33830,34;2017.0
835;2021-11;1;26.0;SC;1450.0;6021.573359301016;0.0;993.6579514751729;39133,59;2021.0
836;2021-12;0;37.0;SP;1800.0;9474.171231204573;0.0;674.4099260170678;39649,29;2021.0
837;2021-10;0;68.0;SP;4100.0;8213.47;56278.457159103695;928.8101347541901;44265,52;2020.0
838;2021-12;1;23.0;PR;1350.0;5804.294988578085;0.0;846.8362006542795;40116,92;2020.0
839;2021-10;0;75.0;MG;40614.27232117433;4036.2312801603703;0.0;698.4682856627858;36471,04;2021.0
840;2021-12;0;30.0;SP;10803.16519946301;355.0;14039.079119361855;875.969431101793;41619,25;2021.0
841;2021-11;1;62.0;RJ;1200.0;3498.71;0.0;833.0;35519,06;2021.0
842;2021-11;0;56.0;SP;9882.948427721152;27713.248275928927;13158.165528914851;943.0000000000001;48859,97;2021.0
843;2021-11;0;27.0;SP;10323.76987736546;0.0;0.0;884.2507078827756;31242,09;2020.0
844;2021-12;0;35.0;PR;11154.94758245916;10061.11;0.0;903.4798183890516;29329,38;2021.0
845;2021-10;0;50.0;CE;15279.478609639142;26069.153009161546;0.0;788.0622130683157;35053,88;2021.0
846;2021-12;0;28.0;SC;4996.300525284793;620.5;0.0;657.0;47128,52;2021.0
847;2021-12;0;22.0;SP;2550.0;4270.82;28732.52;930.0;38850,85;2020.0
848;2021-10;0;24.0;SP;1900.0;14946.078661226795;0.0;968.3191780579684;32897,64;2020.0
849;2021-11;0;67.0;CE;7092.746650186564;1170.49;0.0;726.1931011292144;40443,17;2021.0
850;2021-10;0;49.0;CE;9689.206269911685;3504.3575830219897;0.0;677.6175460991103;42301,01;2021.0
851;2021-11;1;31.0;SP;17856.868466148793;6050.56;44622.04459461365;512.0;43634,33;2020.0
852;2021-10;0;63.0;RJ;1900.0;0.0;0.0;896.6644825013544;42230,28;2018.0
853;2021-11;0;22.0;RJ;9468.972273440078;0.0;0.0;837.715580715335;22780,57;2020.0
854;2021-12;0;36.0;PR;2900.0;13071.102881414456;0.0;996.2742186740395;31306,04;2020.0
855;2021-11;1;40.0;CE;8235.319771304028;15116.70158077839;64258.60146703434;661.1385829669217;26766,38;2021.0
856;2021-10;0;32.0;CE;11687.352168736761;18133.913453358276;21082.742228756524;899.1615294052524;48339,27;2017.0
857;2021-10;0;57.0;CE;10550.0;25740.607528993205;33926.78400732904;635.0;39262,84;2018.0
858;2021-10;0;42.0;CE;1600.0;821.0;0.0;438.2539383818305;42920,71;2020.0
859;2021-10;1;22.0;SP;24145.547859891463;24026.11;45305.961495859396;945.4739978925099;34894,43;2021.0
860;2021-12;0;48.0;CE;3441.102957653944;6594.719734075583;0.0;662.9999999999999;35718,39;2020.0
861;2021-12;0;48.0;MG;17137.603631718022;46802.007855951124;34453.26722224816;695.0;46833,09;2020.0
862;2021-11;1;52.0;CE;18877.400210835483;6905.805925517807;50672.83339728968;935.4960063095389;36836,68;2019.0
863;2021-12;0;45.0;SP;26520.672634735314;7494.739871950664;0.0;794.0268136593619;40108,31;2020.0
864;2021-11;0;65.0;SP;8903.894787842359;4636.28;0.0;867.9999999999999;44187,17;2018.0
865;2021-12;0;23.0;SP;4030.131343021685;820.86;0.0;988.9447849113517;36484,42;2020.0
866;2021-10;0;62.0;PR;1700.0;9547.096046140949;0.0;710.0;41898,47;2020.0
867;2021-10;0;24.0;RJ;1550.0;0.0;0.0;846.1664767308681;33303,43;2021.0
868;2021-12;1;32.0;CE;19719.829345646234;17779.804621043644;0.0;925.960610571164;34745,63;2021.0
869;2021-12;0;61.0;MG;3950.0;8187.679262665071;0.0;965.9999999999999;30895,23;2021.0
870;2021-10;0;32.0;PR;21850.824855449635;7194.725846988879;0.0;517.0000000000002;37349,89;2020.0
871;2021-11;0;35.0;SP;1650.0;4727.813232541231;0.0;387.14119386428797;34796,24;2020.0
872;2021-10;0;23.0;SC;4803.791187301625;1200.0;0.0;777.3374586295377;52687,12;2020.0
873;2021-11;0;37.0;SC;5096.808882324265;5041.08;0.0;800.0;35395,71;2020.0
874;2021-12;1;42.0;SP;8750.0;24818.877385808068;46680.179628648024;853.0;45664,19;2020.0
875;2021-10;0;63.0;SP;5750.0;13072.008431619057;0.0;823.0;35192,59;2020.0
876;2021-11;0;40.0;SP;14778.462866092474;9509.416021060053;0.0;784.5445533903988;44783,69;2021.0
877;2021-12;0;40.0;RJ;2233.5983687027;11914.865088208551;0.0;130.72290693566106;40971,20;2021.0
878;2021-11;1;35.0;CE;17119.144255695566;12519.310635924678;0.0;516.9999999999999;46943,57;2021.0
879;2021-10;1;43.0;SC;1400.0;0.0;0.0;765.882530222214;40033,68;2017.0
880;2021-12;0;28.0;SC;7346.226134802302;11751.32338964391;0.0;733.0;42260,82;2020.0
881;2021-11;0;50.0;MG;14216.581556416239;1097.08;0.0;447.0;34729,52;2020.0
882;2021-12;1;27.0;PR;2350.0;24595.16206232769;0.0;883.8590610936076;54744,45;2021.0
883;2021-10;1;21.0;MG;1350.0;7403.360546066255;0.0;848.9451562674245;55245,06;2020.0
884;2021-10;0;26.0;SP;3259.140697314658;18.67;0.0;688.9999999999999;31613,73;2020.0
885;2021-12;0;51.0;PR;3750.0;0.0;0.0;474.9999999999999;40743,77;2020.0
886;2021-11;0;49.0;SP;12333.546630688637;16229.52;3638.5;777.8212675786059;37003,78;2020.0
887;2021-10;0;46.0;CE;3950.0;1387.0258925179257;0.0;867.9999999999998;39932,08;2021.0
888;2021-11;0;66.0;SP;21750.897887290084;136.1039609799518;0.0;982.0491475062626;40817,29;2020.0
889;2021-10;0;55.0;SP;6100.0;10611.219048633946;18728.00129505393;957.0;40220,52;2021.0
890;2021-10;1;65.0;SP;7996.297903367458;414.41451938719524;27617.674566822847;982.4541992388873;39914,90;2021.0
891;2021-12;1;37.0;RJ;17984.252602497196;6462.0718278876675;0.0;659.0;48429,78;2020.0
892;2021-11;0;25.0;SP;1750.0;9.4;0.0;622.0;30906,45;2020.0
893;2021-10;0;26.0;SP;1950.0;5069.72;0.0;821.3080334782376;41090,45;2020.0
894;2021-12;0;35.0;SC;5026.0460936595355;13331.752910307852;0.0;705.0;39613,03;2020.0
895;2021-11;1;53.0;SP;11543.047669269308;272.5;0.0;884.5762766433805;30472,62;2020.0
896;2021-12;0;22.0;SP;1350.0;3753.271339800197;0.0;865.5751662203944;38111,88;2020.0
897;2021-11;0;30.0;SP;12831.167915315238;285.98;0.0;678.0;22667,30;2021.0
898;2021-10;0;27.0;SP;8497.310504184337;15599.557356153211;0.0;731.0;44372,08;2021.0
899;2021-10;0;45.0;SP;27687.83253289783;7557.521326553038;37375.30516786382;773.0000000000001;37405,51;2020.0
900;2021-11;0;25.0;SP;2811.400763241544;9942.619997784104;0.0;792.0;36837,50;2020.0
901;2021-11;1;35.0;SC;20839.00799036687;2377.48;0.0;879.0;47640,70;2020.0
902;2021-11;1;24.0;PR;1200.0;16871.98673506683;23023.41934662129;754.3661081045695;40369,56;2020.0
903;2021-10;0;59.0;RJ;5200.0;6035.0;49933.83149838426;693.0425110156491;33587,52;2020.0
904;2021-11;1;46.0;CE;1950.0;2442.4823452656583;0.0;613.0;33975,18;2021.0
905;2021-10;0;35.0;SC;7029.644008171803;38.92;0.0;413.8660806389154;42453,71;2020.0
906;2021-10;0;42.0;SP;4157.66010381695;13675.734722719268;0.0;915.4636143862409;59979,40;2016.0
907;2021-11;0;42.0;SC;3550.0;24627.046342671467;22421.67657472217;658.1042750489918;26334,87;2020.0
908;2021-12;0;59.0;MG;1600.0;0.0;0.0;780.9921690675709;48922,59;2020.0
909;2021-10;0;59.0;SP;23334.12403842495;11968.552408479394;0.0;644.4829545162319;34363,13;2020.0
910;2021-10;1;35.0;SP;1450.0;10172.880703372526;25050.504123271898;977.1530582952256;47510,00;2020.0
911;2021-10;0;29.0;CE;1750.0;4434.995353779895;0.0;329.45651041379244;46344,47;2021.0
912;2021-10;0;48.0;CE;2250.0;482.11;0.0;671.9999999999999;45208,51;2020.0
913;2021-12;0;44.0;RJ;5664.02045103234;4826.203914456919;0.0;512.0;35559,25;2017.0
914;2021-11;0;54.0;SP;4918.858417852258;14626.030921761869;26793.03821136066;769.9999999999998;56880,78;2020.0
915;2021-11;0;;SC;4200.0;0.0;0.0;390.99121246252594;47841,49;2020.0
592;2021-10;1;68.0;SC;4162.013428747225;15160.312412081914;0.0;913.709618913109;46142,58;2021.0
917;2021-11;1;67.0;CE;2200.0;19656.236864292478;0.0;916.1753541841106;39369,40;2021.0
918;2021-11;0;41.0;PR;7584.626359398808;1774.8478491855753;0.0;721.1927858901522;38637,50;2020.0
919;2021-12;1;33.0;CE;2800.0;0.0;0.0;570.6570867852545;37503,88;2021.0
920;2021-11;0;45.0;SP;2811.1146634067836;0.91;0.0;904.8966622632145;43323,09;2021.0
921;2021-11;1;27.0;SP;1850.0;1593.833724943824;0.0;976.9645689840478;38163,63;2020.0
922;2021-10;0;30.0;SC;10399.70698722589;2178.116957995764;0.0;540.0000000000001;28470,62;2020.0
923;2021-12;0;58.0;SC;3550.0;3734.487370765165;0.0;827.0000000000003;47017,47;2020.0
924;2021-12;0;24.0;CE;2250.0;4950.030319460153;0.0;685.0;53573,35;2017.0
925;2021-10;0;36.0;PR;8185.632994618946;120.37;0.0;531.0;43497,28;2020.0
926;2021-11;1;29.0;CE;9123.66391165242;25198.620668199055;46348.63671776558;798.2846779528807;32421,30;2021.0
944;2021-11;1;32.0;PR;6215.450101505565;0.0;0.0;906.4691567036257;36853,42;2020.0
928;2021-11;0;41.0;SC;5859.708318055719;6511.8170079471065;0.0;745.485582357161;36024,17;2021.0
575;2021-12;1;61.0;SP;5479.192589837799;;;445.9999999999999;23578,15;2020.0
930;2021-11;0;67.0;SC;1250.0;1614.54;0.0;773.0;41016,28;2021.0
931;2021-10;1;54.0;SP;13553.180942419114;0.0;0.0;888.4805694230141;49626,46;2021.0
932;2021-11;0;29.0;MG;1500.0;642.34;0.0;652.9014944729742;43347,06;2021.0
933;2021-11;1;62.0;CE;17598.04666889702;0.0;39815.45595033532;824.1109716695925;58258,57;2021.0
934;2021-11;0;47.0;SP;4137.609016660675;0.0;0.0;825.4150694957497;36946,76;2020.0
935;2021-12;0;33.0;SP;2423.880511761613;3234.41;0.0;765.0;46446,03;2020.0
936;2021-10;0;26.0;PR;1800.0;18858.91;0.0;708.0;46049,12;2020.0
937;2021-10;0;29.0;SC;1400.0;7714.001059616136;0.0;716.9663705621931;42056,18;2020.0
938;2021-12;0;36.0;SP;2950.0;23323.834245274946;0.0;854.9999999999999;31837,74;2020.0
939;2021-11;0;47.0;SP;4600.413380084032;0.0;0.0;488.96907926694365;30734,29;2020.0
940;2021-11;1;26.0;SP;1550.0;29721.15098050871;0.0;946.0686351974306;34755,70;2021.0
941;2021-10;0;38.0;SP;7915.488285772062;2113.71;0.0;853.2972792233297;47309,20;2019.0
942;2021-11;1;36.0;SP;1200.0;15616.154346629375;0.0;652.6767468075889;40499,80;2020.0
943;2021-10;0;64.0;SP;18057.71661153996;10477.208942657599;0.0;927.954246733621;39115,53;2021.0
944;2021-12;1;29.0;PR;6215.450101505565;0.0;0.0;906.4691567036257;36343,01;2020.0
945;2021-10;0;42.0;SP;3200.0;4150.988740883893;0.0;923.8476840714713;41211,66;2020.0
946;2021-12;1;49.0;SC;18563.85335234453;25999.30784467205;0.0;800.0;35498,87;2020.0
947;2021-11;0;62.0;SP;2200.0;4245.16811457422;0.0;779.9999999999999;31315,31;2021.0
948;2021-12;1;20.0;SP;11108.914992460344;0.01;0.0;927.0204627806254;37522,70;2021.0
949;2021-10;0;57.0;SP;25975.519076245128;0.0;0.0;728.9999999999999;33412,04;2021.0
950;2021-11;0;33.0;PR;2150.0;1340.69;0.0;775.0;37759,26;2021.0
951;2021-11;1;47.0;SP;1650.0;11489.353565217998;0.0;710.0;37528,37;2020.0
952;2021-12;0;28.0;CE;22300.0;12155.026729785728;0.0;994.689900138515;50116,53;2021.0
953;2021-12;0;33.0;RJ;24430.092218938527;5157.84446189169;0.0;728.0;42702,09;2020.0
954;2021-12;0;60.0;MG;11748.89394647763;1093.13;0.0;816.1315956898707;41681,06;2021.0
955;2021-12;0;68.0;CE;950.0;1501.11;0.0;664.9999999999999;36456,69;2020.0
956;2021-11;0;53.0;SC;8950.0;32893.50775489758;23496.656629449284;850.0;32335,90;2021.0
957;2021-10;0;28.0;SC;7634.185601825424;15775.646826440387;0.0;817.9999999999999;40741,30;2021.0
958;2021-10;1;55.0;PR;1200.0;9587.097529236522;0.0;736.6860933738335;45767,35;2021.0
959;2021-12;0;34.0;MG;1750.0;11336.132743505816;0.0;935.68967603548;37602,11;2020.0
960;2021-11;0;23.0;SP;3525.9486908242407;;;438.0;30630,62;2020.0
961;2021-12;1;25.0;SP;1000.0;0.0;0.0;725.8155066637839;34690,88;2020.0
962;2021-11;0;62.0;SP;2100.0;14950.656503458516;0.0;938.0;38369,28;2020.0
963;2021-12;0;26.0;MG;6570.282387190971;1511.97;0.0;963.426867893789;40864,05;2020.0
6734;2021-10;1;23.0;CE;9027.701289142371;3856.4009149155418;0.0;769.2010024057902;35264,25;2021.0
965;2021-11;1;46.0;CE;10956.899914890877;5644.028746904528;0.0;877.3380869913716;42557,13;2017.0
966;2021-12;0;31.0;CE;14813.958310279657;9107.89971838879;33837.66142731301;973.098758463229;40580,67;2020.0
967;2021-11;0;51.0;SP;9212.170181027228;12021.18013486149;0.0;968.6272118709934;52340,44;2020.0
968;2021-10;0;52.0;SP;14630.35979242806;10241.553800223119;0.0;694.923131938156;45173,45;2020.0
969;2021-12;0;45.0;SP;2100.0;17919.01942608355;0.0;675.3730533232629;47869,37;2020.0
970;2021-10;0;40.0;CE;1500.0;2750.554627912129;0.0;977.5257233320254;32866,97;2014.0
971;2021-10;0;43.0;SP;19237.85852993178;0.0;0.0;672.0000000000001;41289,79;2020.0
972;2021-12;0;52.0;SP;27900.0;29363.228328646608;64719.26;902.0;38682,19;2020.0
973;2021-10;0;25.0;SP;1500.0;5266.541361994942;0.0;975.8023897803168;46274,13;2020.0
974;2021-10;0;44.0;SP;13712.049066752734;0.0;0.0;582.2226513986202;37714,51;2020.0
975;2021-11;0;26.0;SC;1700.0;1503.04;0.0;765.0000000000001;38035,30;2021.0
976;2021-11;0;29.0;RJ;10252.555941719307;210.4;0.0;887.2509730095611;46151,11;2020.0
977;2021-11;0;57.0;SP;2850.0;18069.51957523868;0.0;969.0225151164551;44430,37;2021.0
978;2021-12;0;27.0;PR;1650.0;255.01;0.0;843.5632673997113;39881,15;2021.0
979;2021-10;0;41.0;SP;20617.528516066555;12918.223862820643;18508.216840865723;834.4641828965975;38034,78;2020.0
980;2021-11;0;61.0;RJ;2723.601116793665;12877.758344305987;0.0;902.0;45887,41;2021.0
981;2021-12;0;37.0;RJ;10550.0;3817.15;0.0;836.0;37495,05;2021.0
982;2021-11;1;25.0;PR;1800.0;802.0;0.0;739.1958822713112;36251,48;2019.0
983;2021-10;1;32.0;CE;2443.670146769354;800.0;0.0;590.0000000000001;30626,77;2020.0
984;2021-11;0;39.0;SP;8930.713556168706;25727.898996930853;61713.7246606401;972.4122192940574;32096,05;2020.0
985;2021-10;0;54.0;SP;24581.742533968645;26501.61;18878.99;903.0000000000002;38443,35;2020.0
986;2021-10;0;29.0;SP;14621.890862250535;1790.0;0.0;495.9999999999998;42061,15;2020.0
987;2021-10;0;40.0;PR;2800.0;1192.88;19309.945611839386;694.4906601659239;35877,21;2021.0
988;2021-10;0;36.0;PR;6830.496303264761;7370.0026401485975;0.0;548.0;32802,49;2021.0
989;2021-11;1;57.0;SP;14202.37136800801;16105.417279342719;21158.786189725164;813.9808908485902;45175,59;2020.0
990;2021-11;0;39.0;SP;4950.0;8992.08;40677.10258294018;881.5755868487807;46021,22;2020.0
991;2021-12;0;25.0;PR;19428.38932686443;21071.62017400828;17423.020234494048;942.0000000000001;58698,33;2020.0
992;2021-12;1;68.0;MG;8124.973709262392;0.0;0.0;533.0000000000001;38415,93;2021.0
993;2021-10;1;55.0;SC;9196.417955283347;7529.979292460775;165347.48951333793;678.0000000000001;29093,99;2021.0
994;2021-10;1;62.0;SC;12287.404802842335;0.0;0.0;823.4040221834514;34019,88;2020.0
995;2021-11;0;35.0;SC;18235.835507876585;3944.91;24226.365965397246;921.9999999999998;40079,94;2020.0
996;2021-10;0;35.0;SC;5850.0;11859.54645452551;58393.94701833078;770.0;39864,28;2020.0
997;2021-11;0;34.0;SP;7200.0;4941.259449137174;0.0;965.0;37290,83;2020.0
998;2021-12;0;29.0;SP;5250.992100141331;1912.9199273586437;50566.24820798707;770.0557175481047;42950,54;2020.0
999;2021-11;0;28.0;SC;7595.994558687457;0.0;21958.01;948.2127236063644;48950,62;2020.0
1000;2021-12;0;39.0;SP;1600.0;3470.0;0.0;504.0;38535,21;2020.0
1001;2021-12;0;47.0;SP;6516.378473214234;11642.35;57674.81488989157;825.8314919259896;38611,31;2020.0
1002;2021-11;0;40.0;SP;22464.32445706353;29230.96974476683;0.0;832.9381522633555;42979,11;2020.0
1003;2021-12;1;50.0;SC;7847.974582609328;0.0;0.0;564.2627284365307;33287,36;2020.0
1004;2021-10;0;24.0;SP;2593.0945205968264;14496.018864649439;0.0;838.9243237382916;40546,10;2020.0
1005;2021-10;1;23.0;SP;3060.5145936785993;4052.1055859212042;0.0;947.8291511247385;36683,47;2021.0
1006;2021-11;1;66.0;SC;4026.5611232262986;7079.970743309757;0.0;596.0;46469,57;2021.0
1007;2021-12;1;64.0;MG;4850.0;0.0;13505.330136471697;890.7492457345314;33958,35;2018.0
1008;2021-11;0;31.0;RJ;2850.0;7402.20789636841;0.0;951.3017381993405;45540,69;2020.0
1009;2021-10;1;25.0;SP;8846.43508133174;17297.670069915774;0.0;671.6232029194293;38465,68;2020.0
1010;2021-11;0;66.0;CE;12427.410864867483;5562.463856860984;0.0;628.6129875603992;34667,05;2020.0
1011;2021-12;0;39.0;PR;14252.685359024837;5220.674561623005;29566.772052216264;661.0000000000001;38512,90;2021.0
1012;2021-10;0;69.0;SC;3900.0;14331.94398133854;50608.36969748343;840.1968021347257;45551,81;2020.0
1013;2021-12;1;27.0;SC;12179.08525847201;9707.433513449778;0.0;878.4980343244089;50165,99;2021.0
1014;2021-11;0;65.0;PR;2815.6469568823213;14796.346503717514;0.0;954.6394297375872;35121,50;2020.0
1015;2021-11;1;33.0;SP;5800.0;8955.67;0.0;981.7530066563074;38840,47;2021.0
1016;2021-12;0;28.0;PR;1200.0;7740.883867205711;0.0;908.340754616577;32574,54;2021.0
1017;2021-10;1;64.0;PR;2300.0;5305.5976304360265;0.0;659.7100155957771;41542,83;2020.0
1018;2021-11;1;62.0;CE;2850.0;3821.43;16910.066383754103;586.0;51852,15;2021.0
1019;2021-12;0;41.0;SP;5317.665161738336;22598.167663133485;0.0;819.7573219975412;39692,52;2016.0
1020;2021-12;0;48.0;SC;1650.0;7862.919175907897;13964.687974472163;731.0000000000002;27605,19;2020.0
1021;2021-11;0;58.0;SP;4757.929545573182;3748.446547696758;0.0;987.2496802723563;35982,37;2020.0
1022;2021-10;0;56.0;SP;3450.0;16590.056124067232;45358.32017932186;931.0000000000002;43410,90;2015.0
1023;2021-12;1;59.0;RJ;7364.160090730851;1014.79;35531.818403149446;797.0;39077,56;2020.0
1024;2021-11;1;36.0;SP;16698.153576272438;16021.53616624666;43363.818102131;498.8718840185706;42024,28;2020.0
1025;2021-10;0;40.0;SP;4268.011880390102;16041.184298886648;0.0;733.0;34304,21;2020.0
1026;2021-11;1;25.0;RJ;7381.311790035233;5523.586046331138;0.0;803.9348249425494;42812,18;2020.0
1027;2021-11;0;45.0;MG;5700.0;5975.65;10888.310323262924;888.0;32323,18;2020.0
1028;2021-10;0;57.0;MG;2250.0;1150.0;0.0;935.4423013498033;30542,43;2021.0
1029;2021-11;1;45.0;SP;2100.0;9843.712075719199;0.0;872.5207261074393;45866,26;2017.0
1030;2021-10;0;66.0;MG;4550.0;25191.49063405869;45941.52432357276;952.0;28754,52;2017.0
1031;2021-10;0;40.0;SP;10582.770689144862;11217.548863051321;0.0;991.8534210188444;36227,24;2018.0
1032;2021-10;0;46.0;RJ;6100.0;1449.69;48362.33;575.0;47576,81;2015.0
1033;2021-10;0;24.0;MG;11436.837970606428;17025.63901040428;0.0;928.6114889079502;47870,32;2020.0
1034;2021-10;1;49.0;SP;3754.406921895902;21956.92859419442;0.0;900.9326563659247;47283,19;2020.0
1035;2021-11;1;68.0;MG;4538.395390532046;20572.16;60990.27;905.0669536072646;38047,21;2021.0
1036;2021-11;0;64.0;SP;2050.0;20038.400328758267;0.0;884.0;44117,77;2020.0
1037;2021-11;0;43.0;RJ;1600.0;8778.459608585708;0.0;957.7969534361728;37900,00;2021.0
2035;2021-12;0;27.0;SC;1700.0;10410.417963939499;0.0;964.5334669305835;40983,67;2020.0
1039;2021-12;0;43.0;PR;8800.0;6436.593552472245;46582.82435106074;768.0;48172,61;2021.0
1040;2021-10;0;45.0;CE;11238.897900849555;1786.15;69478.46926425071;868.2613542329713;40052,65;2020.0
1041;2021-10;1;36.0;SP;10346.519669981197;3056.290837019459;0.0;624.0;31954,25;2021.0
1042;2021-11;0;42.0;MG;3400.0;144.71;0.0;729.7428136167255;37067,05;2021.0
1043;2021-10;1;44.0;RJ;11121.864450369962;214.86;71785.72664340826;643.5425890567614;28937,98;2020.0
1044;2021-11;0;46.0;SP;2750.0;2192.38;0.0;741.5326550100633;39433,71;2020.0
1045;2021-10;0;25.0;MG;2000.0;4178.329734002573;0.0;576.0;31779,62;2020.0
1046;2021-12;1;26.0;CE;6737.718864189228;0.0;0.0;715.4018325314927;49624,15;2021.0
1047;2021-12;0;39.0;SP;4550.0;9603.124834306103;38609.2638921789;663.0;29369,42;2021.0
1048;2021-10;0;37.0;CE;23004.418735066916;7982.28;0.0;936.4198560882785;30064,43;2020.0
1049;2021-10;0;34.0;SC;12588.389542707973;25531.12;0.0;933.0000000000001;36422,99;2021.0
1050;2021-11;1;43.0;SP;3300.0;0.0;0.0;429.116012245978;36981,90;2020.0
1051;2021-12;0;27.0;SP;26212.248389000888;;;547.4118673747234;38825,51;2020.0
1052;2021-10;0;30.0;RJ;30029.44049954538;309.72;0.0;751.4268044452158;44626,00;2020.0
1053;2021-10;1;57.0;RJ;3200.0;0.0;10030.96;910.1548169089926;42863,25;2015.0
1054;2021-12;0;38.0;MG;2300.0;1251.7919886330487;0.0;563.8470857154732;51502,28;2021.0
1055;2021-11;1;55.0;SP;1862.5049296300108;0.0;0.0;931.2368501186669;34244,25;2020.0
1056;2021-10;1;67.0;SP;13515.891918794305;31086.678330608574;0.0;797.0;47527,77;2021.0
1057;2021-10;0;40.0;RJ;3200.0;12820.776650609343;37860.87;861.3779231718734;35664,14;2017.0
1058;2021-10;1;53.0;MG;9208.166448384984;11512.750658297418;0.0;544.0;51661,22;2020.0
1059;2021-10;0;26.0;SP;7876.667185879671;862.28;20762.400990378337;839.7902285013544;43910,41;2020.0
1060;2021-12;0;24.0;SP;1350.0;7613.95816532003;0.0;969.8347161042767;36995,82;2020.0
1061;2021-10;1;46.0;SP;27502.446057755504;23939.590152224864;0.0;546.6849929950015;50464,57;2019.0
1062;2021-10;0;47.0;SP;7134.935123525444;5394.55;0.0;595.9411597492887;43695,82;2020.0
1063;2021-11;0;43.0;SC;2500.0;7212.84;12257.81;991.2824020326748;49036,25;2021.0
1064;2021-12;0;48.0;CE;26298.020572169364;4029.45;40049.22846335736;742.1310376035233;34903,12;2020.0
1065;2021-10;0;56.0;SP;8688.219589839398;15373.86906452524;0.0;584.6249958045724;36485,93;2021.0
1066;2021-12;0;49.0;CE;6200.0;16873.942546231894;0.0;565.9741785505877;34393,22;2021.0
1067;2021-12;1;25.0;SP;1200.0;800.0;0.0;538.0;41963,07;2021.0
1068;2021-11;0;63.0;RJ;3363.459395245869;18688.507101378822;0.0;422.0;32375,40;2020.0
1069;2021-10;0;24.0;SC;7043.717566431691;0.0;0.0;953.6328084549086;31169,75;2020.0
1070;2021-10;0;59.0;SP;11316.753955356797;2310.05;7445.98;846.0;44727,00;2020.0
1071;2021-12;0;58.0;RJ;1400.0;11650.816657450583;0.0;814.2083149084986;43304,36;2020.0
1072;2021-10;0;41.0;MG;25815.1684723017;13116.86;0.0;775.0;42891,00;2020.0
1073;2021-12;1;31.0;CE;7100.0;14592.24;36911.752473319604;988.62257663687;32668,78;2020.0
1074;2021-11;0;51.0;SC;6641.858289019943;24191.22044646256;30019.569572942644;714.959473950889;41518,13;2021.0
1075;2021-11;0;38.0;PR;5759.9392067056815;14778.283685348111;0.0;695.9215314514356;38507,49;2020.0
1076;2021-12;1;63.0;RJ;1400.0;3332.158946339291;0.0;741.2351532398164;36443,30;2020.0
1077;2021-10;1;35.0;SP;3719.1351654373148;19057.733576287374;0.0;775.3137727563494;36010,96;2020.0
1078;2021-12;1;25.0;MG;12621.695584420342;2347.1397530561185;0.0;948.366205000369;41246,16;2021.0
1079;2021-10;1;65.0;PR;6945.059772142404;2775.3202663446023;70501.91495993265;913.0000000000002;60454,44;2020.0
1080;2021-10;0;37.0;PR;17528.499756588913;4392.479057556394;0.0;836.0000000000001;42333,83;2021.0
1081;2021-11;0;41.0;CE;16404.103771842187;20169.465214071115;0.0;869.2098856634154;36753,73;2021.0
1082;2021-11;0;41.0;SP;2500.0;1985.76;0.0;726.5667794316583;36985,19;2020.0
1083;2021-12;0;50.0;MG;4450.0;15048.59437590449;14225.772870091405;962.4403888211639;38654,67;2021.0
1084;2021-10;0;23.0;RJ;18931.96976617421;14294.596939947114;21486.24;907.1754312779269;35599,29;2020.0
1085;2021-10;1;24.0;PR;1250.0;430.75;0.0;790.7157889606121;34977,69;2021.0
1086;2021-11;0;26.0;SC;16003.707925562641;3804.5603185456143;0.0;841.1145246562173;30048,48;2020.0
1087;2021-10;1;69.0;SP;1550.0;986.18;0.0;374.2286071597863;33671,81;2017.0
1088;2021-10;0;36.0;RJ;2950.0;37302.36084741693;0.0;938.0;56127,69;2018.0
1089;2021-12;1;44.0;SP;1400.0;27219.5990504776;0.0;869.7004051636508;44387,81;2020.0
1090;2021-10;1;28.0;RJ;6915.580320512407;0.0;0.0;894.2267312130967;35144,93;2020.0
1091;2021-12;0;54.0;SP;16769.791769296884;6695.1685756767665;0.0;659.0000000000002;53382,66;2020.0
1092;2021-11;0;59.0;SP;5798.5138068504075;22977.08;0.0;903.9999999999999;42398,08;2020.0
1093;2021-11;0;24.0;SC;14074.397645485971;22270.278011761096;0.0;456.0;nan;
1094;2021-10;1;46.0;SP;1400.0;1200.0;0.0;615.1454357745062;40078,71;2020.0
1095;2021-12;1;49.0;SP;1550.0;0.0;0.0;779.8076209015244;42796,18;2018.0
1096;2021-10;0;39.0;PR;2800.0;57419.8240568504;20507.380268656554;460.0000000000002;36973,31;2020.0
1097;2021-10;0;54.0;CE;5519.187171289811;2223.67;0.0;791.9999999999999;28592,25;2020.0
3279;2021-11;1;55.0;PR;1200.0;1145.93162152889;0.0;516.0000000000001;34285,19;2018.0
1099;2021-12;0;51.0;CE;9500.0;42050.12319473141;32029.48846629719;913.0000000000001;43624,67;2020.0
1100;2021-11;0;30.0;SP;18918.40701361438;6871.74635755004;21732.31;963.4980147281482;31050,74;2020.0
1101;2021-11;1;50.0;CE;1250.0;9210.370495354642;0.0;942.6829446431377;44471,49;2020.0
1102;2021-10;0;49.0;SP;6000.0;3945.99;0.0;717.0;44469,96;2021.0
